# h k l fdata sigma flags
-1.000000000000000000e+00    -0.000000000000000000e+00    5.015627899063769268e-01    6.651479594920590898e+03    4.623839389269245537e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    4.948791051537980157e-01    6.929915669033443010e+03    4.908470934663398566e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    5.160877513678848727e-01    7.450392373271505676e+03    5.285240188538839590e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    5.372245035772383881e-01    7.868013652653138706e+03    5.632402448678334395e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    5.603275853779069449e-01    8.164769469628918159e+03    5.942650113510072885e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    5.808270565454123346e-01    8.498018141248776374e+03    6.271763333197188039e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    6.045877947237442429e-01    8.974681186611062003e+03    6.660049094534138625e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    6.256371278235162148e-01    9.494221777675464182e+03    7.071157166666819371e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    6.481321476678720828e-01    1.003772060678533308e+04    7.497886680152377359e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    6.676832853320209260e-01    1.058368496463939300e+04    7.932418820197037590e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    6.904750771481946714e-01    1.148831808024049678e+04    8.507628238929060061e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    7.107974161665173707e-01    1.237344127749021027e+04    9.081355525198654632e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    7.324806650934554408e-01    1.358027082521385091e+04    9.778238911438311476e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    7.529267123898314429e-01    1.628495672622658640e+04    1.099724924163199624e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    7.739250782968996045e-01    1.820697811365707094e+04    1.193427837395878299e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    7.941798706738337765e-01    2.073856999537052616e+04    1.306357901323012882e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    8.146522479524151983e-01    2.380123113444033515e+04    1.434476146385816087e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    8.348718893716779998e-01    2.864694713059394780e+04    1.612138156138916401e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    8.557103234185268192e-01    3.373937300497714023e+04    1.791211443172377926e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    8.758975469444683082e-01    4.458629950540851860e+04    2.106976411070451149e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    8.960882564999173017e-01    6.026896014064092014e+04    2.505333385472379959e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    9.162753412835465960e-01    8.380650429195765173e+04    3.020003904364946834e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    9.376274288399307766e-01    1.384349726037027431e+05    3.965830388362133618e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    9.577727642707444256e-01    2.657031157079871628e+05    5.611144913462858597e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    9.784650182187865086e-01    7.701007508421210805e+05    9.751709750944174004e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    9.988761949166455878e-01    9.618015613690286875e+06    3.516609440666978230e+02
-1.000000000000000000e+00    -0.000000000000000000e+00    1.018995323420961441e+00    3.486924263715510722e+06    2.159754053676480225e+02
-1.000000000000000000e+00    -0.000000000000000000e+00    1.039099040195929913e+00    4.842516047894693911e+05    8.206502665521284712e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.059196958730723503e+00    1.748511081208602991e+05    5.026080395579212023e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.079283773793578316e+00    8.694758335896627977e+04    3.611090090343062542e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.098803479800991578e+00    5.100408441013733682e+04    2.816987814998464756e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.118875914654804404e+00    3.267054915842416085e+04    2.295510588686652298e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.138955445050572113e+00    2.318265101069177035e+04    1.968205843862854820e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.159441821449197274e+00    1.651656788497989692e+04    1.690457145326009680e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.179501631645089033e+00    1.239707948470554584e+04    1.489784540690520842e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.199563989784625750e+00    9.426046459542463708e+03    1.321092327154883783e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.219622969019671377e+00    7.422565852087301209e+03    1.191857388262571327e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.240048764274303883e+00    5.877487882253020871e+03    1.077959190373223919e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.260091313764618137e+00    4.948876320049717833e+03    1.005097811443668654e+01
-1.000000000000000000e+00    -0.000000000000000000e+00    1.280128654830238188e+00    4.100422687341734672e+03    9.294093136461889060e+00
-1.000000000000000000e+00    -0.000000000000000000e+00    1.300171256433119815e+00    3.605978098343583497e+03    8.852011971467291573e+00
